Id,SalePrice
1461,119898.29083426474
1462,158925.093165241
1463,186217.3721372876
1464,202949.97214929023
1465,201038.2511280751
1466,178121.12500004243
1467,169347.95449134914
1468,171757.22252232386
1469,188716.19297689953
1470,121179.86934084198
1471,175525.12682639124
1472,95351.46670126973
1473,95290.36574162412
1474,140834.3950342234
1475,96745.32813304901
1476,355388.884929579
1477,254478.15056388022
1478,307078.56188248255
1479,313195.32467919117
1480,400699.6106801125
1481,292560.3293028804
1482,223594.02957034681
1483,186503.64224043587
1484,178317.28896021578
1485,205210.07255685396
1486,205114.13475229006
1487,329632.8147947908
1488,222254.52464029356
1489,204078.07709049268
1490,238423.47573746444
1491,211727.01872608275
1492,93758.58271393567
1493,205303.19249010368
1494,300282.2852961266
1495,277028.5404416419
1496,229539.18047877122
1497,163971.2170530904
1498,175995.78258080463
1499,169883.79115808627
1500,166713.27345501955
1501,180485.44112167583
1502,162617.90090523718
1503,269536.3169226932
1504,231800.48964218423
1505,215070.17992194986
1506,191227.6588079028
1507,225966.43561377557
1508,197988.20082064578
1509,159986.11020617545
1510,157648.68801907316
1511,153710.9294515906
1512,171511.87610088155
1513,142533.8272053066
1514,159253.1764292557
1515,176926.3787404334
1516,164039.63668992888
1517,171773.04240804186
1518,127153.49729925062
1519,208962.73912813177
1520,136074.34263237426
1521,139674.04013092848
1522,180815.85102926297
1523,106460.37462535562
1524,104669.78936063393
1525,117574.21555236026
1526,108594.92455143706
1527,108541.71097325996
1528,119652.06343328752
1529,149124.43000232347
1530,193786.48218321812
1531,141418.26238798728
1532,93152.9362328875
1533,148884.11220906465
1534,120628.04005222855
1535,144849.57606465576
1536,106379.30997712963
1537,72418.03518133333
1538,166386.12573007034
1539,188975.87527632742
1540,113403.18067062457
1541,139308.6874981095
1542,127351.80627179705
1543,164895.81166894353
1544,76497.98420460538
1545,111189.40998146503
1546,149004.7719167235
1547,139207.19388635637
1548,124702.66075982334
1549,123157.43607477483
1550,142433.89810812954
1551,100439.41422046017
1552,143503.4826529994
1553,154000.55230339256
1554,115789.6825117188
1555,168311.76493369802
1556,103717.04271893742
1557,100352.48062295641
1558,114126.79465701964
1559,96157.62909678847
1560,133911.94217832034
1561,125235.26034882918
1562,143230.7494444468
1563,125071.87247546049
1564,157397.00425522978
1565,171279.65423354795
1566,225647.00641124853
1567,82134.7858273178
1568,244266.8396910185
1569,149181.06262889804
1570,153073.5836525107
1571,112010.58799771444
1572,133631.75569863548
1573,252889.84753584996
1574,136922.3229333433
1575,231801.60050561116
1576,243316.28482152888
1577,196119.8752474734
1578,155108.65226607627
1579,151732.96793192436
1580,193891.72616257696
1581,165618.63908535158
1582,125684.17028264786
1583,261488.79761136835
1584,219016.12945405877
1585,153941.84896476538
1586,68061.85301965915
1587,114654.69576696135
1588,155908.38568010836
1589,103808.86215201727
1590,122512.17152580057
1591,97100.13522119288
1592,125262.4237574458
1593,128372.58315209302
1594,116237.8797063249
1595,120197.46837439496
1596,210370.27462255931
1597,190978.8952355176
1598,212168.88773076888
1599,188107.41179671715
1600,179623.3473703169
1601,53095.668501362845
1602,131307.08587609392
1603,73507.76542578985
1604,280741.6547244156
1605,230632.34356501966
1606,153019.43685285392
1607,153505.67426812896
1608,236462.88135264197
1609,195775.40888806427
1610,172360.13259818003
1611,149515.26852401815
1612,191444.1716477368
1613,168663.68060513082
1614,145100.50073644673
1615,96020.66618722319
1616,76867.19129244449
1617,88620.93246865162
1618,117924.12031884774
1619,143748.056330432
1620,155985.00335183623
1621,141168.06517960696
1622,158764.63956125404
1623,252023.71436018246
1624,225086.97515317338
1625,116241.86451859819
1626,181766.4044893795
1627,191026.42837104705
1628,266467.00349222304
1629,182590.28638388313
1630,288190.93601895595
1631,233742.56832922652
1632,234102.12617527816
1633,188392.97704711484
1634,194104.80403580063
1635,187779.68968497583
1636,158900.25288169426
1637,185580.963271838
1638,190142.1585990283
1639,182089.55038337567
1640,216072.59002296673
1641,178612.017387376
1642,255667.3048983892
1643,211231.64060141653
1644,230683.6057852356
1645,192569.37355525227
1646,174612.7705646152
1647,159304.0870075419
1648,131289.99727223595
1649,142375.1170089472
1650,117877.63091054457
1651,119476.74143943639
1652,96212.6788718786
1653,97315.97610902152
1654,139372.02969592478
1655,120960.50431949802
1656,143074.81561595644
1657,144639.47299850034
1658,156674.00541612506
1659,104760.24944834682
1660,171552.14365040473
1661,388272.9037443145
1662,329774.2935355589
1663,349594.9472103676
1664,422667.2447270144
1665,316413.446800315
1666,319070.1583501689
1667,340681.64227666944
1668,353913.4124060764
1669,308975.45778751496
1670,343469.5520843913
1671,257388.66067106428
1672,342738.0118338146
1673,283191.8841338825
1674,238437.90540305548
1675,207898.32596497945
1676,212442.5840819598
1677,225281.739615448
1678,403271.15956143563
1679,346591.80007400847
1680,325501.4501841346
1681,281871.56183195417
1682,309991.02856262296
1683,196034.89209498328
1684,189170.78374177995
1685,195530.17243173174
1686,180253.35999702642
1687,183546.6144305529
1688,208174.84078544917
1689,205716.27951003818
1690,212141.3679492536
1691,208820.81003862858
1692,264567.11906919855
1693,187731.56356789853
1694,189564.79674669227
1695,165186.4128490405
1696,248143.90733469755
1697,171877.44538757415
1698,312178.46976498654
1699,302434.19988819095
1700,269298.01986648387
1701,273717.7267590794
1702,232057.97641866497
1703,229045.95238984784
1704,249442.2962250206
1705,265083.2977478517
1706,299518.0593617245
1707,233199.39043844235
1708,204679.8016197249
1709,248953.64979487052
1710,220966.6815124681
1711,284971.72905419394
1712,244137.1378369631
1713,255446.7220435876
1714,213522.79139569914
1715,212596.15361511713
1716,181878.92776045273
1717,184560.8281446027
1718,136446.76007352036
1719,230484.67626073014
1720,233086.97417330445
1721,166827.58860551383
1722,125808.4290901419
1723,163159.04928456142
1724,212261.48230721575
1725,239007.81649522105
1726,196799.54176881752
1727,170460.40196976083
1728,186162.86589008788
1729,181126.07831034987
1730,157990.74773558785
1731,127478.6518742649
1732,137751.98062894592
1733,113017.6675630938
1734,120513.59068364336
1735,131048.31049337378
1736,106471.05324095779
1737,252929.14572877763
1738,266932.3019429685
1739,216255.09138598602
1740,213190.30114536453
1741,195642.8896459445
1742,170459.53254212762
1743,187694.0371304616
1744,317277.3071070627
1745,214727.3290242438
1746,190296.26145612786
1747,219259.23332133575
1748,207681.39626587185
1749,154032.40908199846
1750,127002.37106174219
1751,239428.7446016441
1752,114731.10967471494
1753,151405.8070968545
1754,191144.75274648154
1755,176943.96901576512
1756,124896.48036377868
1757,120190.90090643815
1758,155895.57045193043
1759,164718.4488187587
1760,170143.76179319943
1761,167557.54080397316
1762,177857.2668733485
1763,200388.12779157585
1764,122893.26582300712
1765,147490.53381231538
1766,189293.0131863363
1767,196568.0310184166
1768,140544.79380282218
1769,162165.93749401433
1770,163872.27491141087
1771,130684.20832731517
1772,128848.7612602383
1773,129479.24988050561
1774,149983.22489128853
1775,148579.00043399795
1776,131359.90217970562
1777,104834.06969983026
1778,146477.38069863597
1779,141742.0845013567
1780,162537.0075052973
1781,124911.01502253066
1782,85280.93451805279
1783,161833.42366448336
1784,121339.34202411934
1785,143531.0735492251
1786,145139.55777175378
1787,171826.7897617169
1788,65929.48754699044
1789,109622.1451353709
1790,91523.07017576983
1791,187654.0289151181
1792,146211.10809756428
1793,134636.11368573847
1794,167147.21330031118
1795,139471.99744323347
1796,157283.06163655987
1797,126352.29678756022
1798,136595.4685608425
1799,100030.69154509174
1800,137731.492134585
1801,124217.67148080908
1802,136944.53361533786
1803,156576.35388517237
1804,141552.48808920037
1805,139589.05665642204
1806,114543.75827492154
1807,141195.25485148677
1808,134075.39141783683
1809,136486.1525193443
1810,139766.17116260613
1811,90618.69362882641
1812,97780.67344564761
1813,126311.5814505521
1814,93150.09653830648
1815,44532.627200578674
1816,106770.4753015379
1817,138879.30904458798
1818,171924.65732573599
1819,152377.5228272437
1820,64473.07437530892
1821,113473.03298008756
1822,160020.02409460448
1823,50590.99654494735
1824,137514.12709988383
1825,136805.59844722305
1826,123508.28132944912
1827,102288.3459305501
1828,130026.45546629769
1829,146276.41723890926
1830,139984.90887748456
1831,138133.726976616
1832,75182.76035945561
1833,135746.13361511877
1834,139914.7209052548
1835,120569.01771502296
1836,104506.33275565045
1837,92005.99253599625
1838,122155.78272960044
1839,92890.89896017814
1840,157212.70629037614
1841,136398.0002347182
1842,104298.11565055803
1843,157004.08722456792
1844,170252.72864164875
1845,153678.5539875782
1846,165956.82033008983
1847,176272.03012229168
1848,46906.300109110074
1849,126873.70426270697
1850,120301.87344515292
1851,149440.93739594004
1852,124804.34255323908
1853,146457.30785470118
1854,166752.93129162368
1855,164463.78225336102
1856,225921.8301884724
1857,153498.35355417355
1858,139922.2063468388
1859,124135.80843777748
1860,159096.6155621248
1861,123811.4485894641
1862,298801.4868250653
1863,288186.6645971245
1864,288223.15190787794
1865,354191.4539337986
1866,330466.9152126196
1867,215902.17450610473
1868,275647.8640933249
1869,204581.06924556947
1870,225172.49198641954
1871,276305.0674191821
1872,204803.43531464136
1873,247709.59787219547
1874,152770.67210177812
1875,198010.3021515524
1876,204590.10720612438
1877,207846.08777596688
1878,212043.8288294882
1879,148890.8804270986
1880,126906.50605730663
1881,238772.6796922282
1882,236717.61102374562
1883,190515.52683279885
1884,198839.96054130988
1885,226274.47403700982
1886,274860.47464879067
1887,217269.3368096212
1888,242194.87078022404
1889,200291.59535225094
1890,121329.97092975388
1891,138271.71323570542
1892,103300.54611340901
1893,120372.24910382711
1894,132214.24106551384
1895,139991.69639038236
1896,128406.78469246594
1897,133006.488385163
1898,113100.57084455696
1899,167732.4127125878
1900,162207.61339093896
1901,178600.11114546537
1902,154818.9442196994
1903,204923.6806151365
1904,163107.3976750149
1905,198049.86959867802
1906,150032.0676775038
1907,213601.37832892634
1908,104132.42165032856
1909,138790.14461316436
1910,120808.22379671643
1911,208394.80689002937
1912,288688.2520222068
1913,165237.13412426005
1914,53856.1221495043
1915,341245.6038584084
1916,42641.707752752845
1917,234228.6314382734
1918,135027.86579164932
1919,169230.55659952696
1920,150008.67433642235
1921,359064.621729004
1922,340979.9141466867
1923,220957.42463585106
1924,250145.97110826912
1925,213217.77906781592
1926,363211.2148294744
1927,134165.51057517467
1928,181480.7162865858
1929,112023.79107892691
1930,130850.2507422693
1931,145818.27898213034
1932,138080.54288425692
1933,217670.20046958147
1934,182754.9371064331
1935,184489.9745299387
1936,204957.2522129028
1937,188954.80207280337
1938,175359.97569661716
1939,258792.99943341385
1940,201802.8197922082
1941,174371.41835546517
1942,178052.63531742382
1943,236802.71587201394
1944,369303.5584121619
1945,377060.32215174194
1946,134914.5439392091
1947,268738.70311843324
1948,172132.8462857466
1949,239886.0481488054
1950,190148.84828499582
1951,238813.53168980894
1952,201963.77930782767
1953,189641.91232584824
1954,184608.24945169847
1955,137514.7972146867
1956,274258.32932134334
1957,154095.41359525127
1958,251086.87554867007
1959,148831.9634586647
1960,110205.41178058175
1961,135766.16965538272
1962,93680.01045791808
1963,99532.76671125993
1964,104472.47015029154
1965,135525.84088349284
1966,122842.74552259487
1967,304575.92692740617
1968,349470.46807328565
1969,361487.9951133542
1970,360572.0903250957
1971,409944.3080683255
1972,349792.67224200215
1973,308114.9227224243
1974,329520.19104065024
1975,413613.21847985487
1976,265306.5360924895
1977,311703.4807963362
1978,317619.4351550037
1979,317264.05538769584
1980,220778.3432290734
1981,332612.93488860445
1982,226166.68356365396
1983,217397.07967994473
1984,191346.06397585204
1985,224990.63280321326
1986,205567.63897670116
1987,205647.685847089
1988,194433.78122620354
1989,204159.17440311
1990,219798.93581040937
1991,235585.77195320034
1992,215041.2975082902
1993,186250.20512787648
1994,210687.60570994596
1995,191014.5654510816
1996,266980.6416432763
1997,327687.45013324614
1998,286504.71986431436
1999,307478.82318216225
2000,293265.2964324024
2001,307240.259384492
2002,242363.2199993799
2003,250284.9484147675
2004,288046.5940645944
2005,239332.66758140817
2006,221529.51935202518
2007,235662.7515103697
2008,235491.90143947903
2009,219455.68370132387
2010,206728.2807338352
2011,148201.83438961755
2012,192131.0182714361
2013,201012.83917272202
2014,202236.9158846314
2015,227025.61534059403
2016,205325.30237395645
2017,205313.6885602014
2018,133156.4239384681
2019,132861.50066012598
2020,85163.27452655614
2021,109255.59919671409
2022,212383.39615303726
2023,145931.09660439377
2024,279805.4356919079
2025,314607.0882977729
2026,169948.43636343328
2027,166837.4762091167
2028,155675.86195209334
2029,163266.95280223823
2030,250103.99108082452
2031,227512.09801354568
2032,249354.5156330716
2033,232157.9742460592
2034,167682.693626992
2035,220426.74826962786
2036,190698.97885366972
2037,194250.71779992056
2038,290173.4518768637
2039,241077.08018449
2040,271631.85812481766
2041,295516.4798616056
2042,205136.44605086654
2043,169385.96160458043
2044,163522.669944421
2045,192794.26985824687
2046,138177.256442309
2047,142723.321010065
2048,149819.99857257406
2049,143689.30267965846
2050,167435.4013965078
2051,107249.93819884703
2052,129905.43684697949
2053,146019.60897421092
2054,95733.02321777766
2055,155790.7069986245
2056,149763.699308636
2057,124417.0088504508
2058,213123.27255116001
2059,146452.08003104187
2060,159381.61727785735
2061,159435.8678690287
2062,122339.83025327427
2063,124230.02482629858
2064,142604.15356368184
2065,136057.86092284095
2066,174059.7092500888
2067,130230.65583914681
2068,138760.68421782332
2069,72007.74273821125
2070,112188.05814005577
2071,112898.23227436934
2072,162886.34545355864
2073,137435.80971342468
2074,172053.46430720936
2075,162371.2260123205
2076,118465.76317983904
2077,153153.17502467838
2078,125024.60414880095
2079,136880.91968906522
2080,103234.63258352282
2081,121558.26905684531
2082,124971.84801813262
2083,147477.72172194492
2084,97956.92378867258
2085,113670.81233810005
2086,124966.04523593679
2087,117766.36643503906
2088,106735.9066343829
2089,78128.32190859938
2090,127943.91904317771
2091,112219.83535766316
2092,135050.3962135971
2093,122446.11038337238
2094,119144.6529228281
2095,168285.4330575528
2096,82571.35675423575
2097,101020.2002333437
2098,147405.40501042115
2099,46579.5455801068
2100,80727.53301302277
2101,118842.39771120303
2102,127329.54309274201
2103,108764.96840198332
2104,130077.53458666042
2105,140231.83001667584
2106,65318.08593068042
2107,183204.28175501403
2108,114078.02430474217
2109,101548.28421403057
2110,127280.18251245096
2111,122029.98115265698
2112,137889.09261572472
2113,114771.00880105046
2114,120795.27070568467
2115,149584.29008020647
2116,118964.1254276435
2117,149833.74245834773
2118,131817.83272107088
2119,114825.18483569089
2120,125036.20376691039
2121,92765.16210051341
2122,122474.17382822253
2123,84090.21302493423
2124,156855.75404549847
2125,138331.81398597022
2126,174593.60566118956
2127,152845.43184509806
2128,129773.4380875651
2129,74211.01976861125
2130,131409.2164360283
2131,141693.24980597117
2132,111626.34998020274
2133,120409.43907096316
2134,131669.88526646578
2135,91042.66237269543
2136,81257.19895441725
2137,111617.6045344868
2138,133648.2495567602
2139,151520.82436915726
2140,137576.42323843145
2141,172126.63083456978
2142,137756.324016546
2143,155256.6713571749
2144,118215.31811098926
2145,148979.00117730562
2146,172440.68007943238
2147,178431.86923098302
2148,130654.89511170908
2149,150878.02238695553
